activity_name,activity_definition_id,activity_instance_ids_guess,problem_name,domain,bddl_path,robot_type,robot_type_source,objects_count,object_synsets,rooms,predicates,eval_command_guess
cleaning_computer,0,[0],cleaning_computer-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_computer/problem0.bddl,R1Pro,--robot-type,6,"[""agent.n.01"", ""desk.n.01"", ""desktop_computer.n.01"", ""dust.n.01"", ""floor.n.01"", ""rag.n.01""]","[""bedroom""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_computer_eval policy=websocket task.name=cleaning_computer task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_cups_in_living_room,0,[0],cleaning_cups_in_living_room-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_cups_in_living_room/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""dust.n.01"", ""floor.n.01"", ""rag.n.01"", ""red_wine.n.01"", ""table.n.02"", ""white_wine.n.01"", ""wineglass.n.01""]","[""living_room""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_cups_in_living_room_eval policy=websocket task.name=cleaning_cups_in_living_room task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_debris_out_of_car,0,[0],cleaning_debris_out_of_car-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_debris_out_of_car/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""bag__of__chips.n.01"", ""car.n.01"", ""cup__of__yogurt.n.01"", ""driveway.n.01"", ""floor.n.01"", ""vacuum.n.04""]","[""garden""]","[""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_debris_out_of_car_eval policy=websocket task.name=cleaning_debris_out_of_car task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_driveway,0,[0],cleaning_driveway-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_driveway/problem0.bddl,R1Pro,--robot-type,6,"[""agent.n.01"", ""broom.n.01"", ""bunchgrass.n.01"", ""driveway.n.01"", ""dust.n.01"", ""floor.n.01""]","[""garden""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_driveway_eval policy=websocket task.name=cleaning_driveway task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_fan,0,[0],cleaning_fan-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_fan/problem0.bddl,R1Pro,--robot-type,11,"[""agent.n.01"", ""dust.n.01"", ""electric_fan.n.01"", ""floor.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""mold.n.05"", ""rag.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""water.n.06""]","[""bathroom""]","[""covered"", ""filled"", ""inroom"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_fan_eval policy=websocket task.name=cleaning_fan task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_fishing_gear,0,[0],cleaning_fishing_gear-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_fishing_gear/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""bucket.n.01"", ""fishing_rod.n.01"", ""floor.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""rag.n.01"", ""stain.n.01"", ""steel_wool.n.01"", ""water.n.06""]","[""garden""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_fishing_gear_eval policy=websocket task.name=cleaning_fishing_gear task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_floors,0,[0],cleaning_floors-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_floors/problem0.bddl,R1Pro,--robot-type,11,"[""agent.n.01"", ""broom.n.01"", ""detergent.n.02"", ""detergent__bottle.n.01"", ""door.n.01"", ""dust.n.01"", ""dustpan.n.02"", ""floor.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01""]","[""bathroom""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_floors_eval policy=websocket task.name=cleaning_floors task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_freezer,0,[0],cleaning_freezer-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_freezer/problem0.bddl,R1Pro,--robot-type,12,"[""agent.n.01"", ""detergent.n.02"", ""detergent__bottle.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""prawn.n.01"", ""sink.n.01"", ""stain.n.01"", ""table.n.02"", ""towel.n.01""]","[""kitchen""]","[""covered"", ""filled"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_freezer_eval policy=websocket task.name=cleaning_freezer task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_garage,0,[0],cleaning_garage-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_garage/problem0.bddl,R1Pro,--robot-type,15,"[""agent.n.01"", ""bottle.n.01"", ""broom.n.01"", ""cabinet.n.01"", ""dust.n.01"", ""floor.n.01"", ""newspaper.n.03"", ""rag.n.01"", ""recycling_bin.n.01"", ""sink.n.01"", ""stain.n.01"", ""table.n.02""]","[""garage"", ""storage_room""]","[""covered"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_garage_eval policy=websocket task.name=cleaning_garage task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_garden_path,0,[0],cleaning_garden_path-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_garden_path/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""ashcan.n.01"", ""broom.n.01"", ""driveway.n.01"", ""dust.n.01"", ""floor.n.01"", ""paper.n.01"", ""plastic_bag.n.01""]","[""garden""]","[""covered"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_garden_path_eval policy=websocket task.name=cleaning_garden_path task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_garden_tools,0,[0],cleaning_garden_tools-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_garden_tools/problem0.bddl,R1Pro,--robot-type,21,"[""agent.n.01"", ""carton.n.02"", ""dust.n.01"", ""floor.n.01"", ""glove.n.02"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""mud.n.03"", ""pot_plant.n.01"", ""pruner.n.02"", ""rail_fence.n.01"", ""rake.n.03"", ""scrub_brush.n.01"", ""shovel.n.01"", ""stain.n.01"", ""steel_wool.n.01"", ""trowel.n.01"", ""water.n.06"", ""watering_can.n.01""]","[""garden""]","[""covered"", ""filled"", ""inroom"", ""inside"", ""insource"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_garden_tools_eval policy=websocket task.name=cleaning_garden_tools task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_glasses_off_bar,0,[0],cleaning_glasses_off_bar-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_glasses_off_bar/problem0.bddl,R1Pro,--robot-type,14,"[""agent.n.01"", ""beer.n.01"", ""beer_glass.n.01"", ""countertop.n.01"", ""floor.n.01"", ""gin.n.01"", ""orange_juice.n.01"", ""red_wine.n.01"", ""sink.n.01"", ""stain.n.01"", ""wineglass.n.01""]","[""bar""]","[""covered"", ""inroom"", ""inside"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_glasses_off_bar_eval policy=websocket task.name=cleaning_glasses_off_bar task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_high_chair,0,[0],cleaning_high_chair-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_high_chair/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""cabinet.n.01"", ""dust.n.01"", ""floor.n.01"", ""hand_towel.n.01"", ""highchair.n.01""]","[""dining_room"", ""kitchen""]","[""covered"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_high_chair_eval policy=websocket task.name=cleaning_high_chair task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_kitchen_cupboard,0,[0],cleaning_kitchen_cupboard-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_kitchen_cupboard/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""cup.n.01"", ""detergent.n.02"", ""detergent__bottle.n.01"", ""dust.n.01"", ""floor.n.01"", ""hand_towel.n.01""]","[""kitchen""]","[""covered"", ""filled"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_kitchen_cupboard_eval policy=websocket task.name=cleaning_kitchen_cupboard task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_kitchen_knives,0,[0],cleaning_kitchen_knives-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_kitchen_knives/problem0.bddl,R1Pro,--robot-type,14,"[""agent.n.01"", ""barbecue_sauce.n.01"", ""breadcrumb.n.01"", ""carving_knife.n.01"", ""countertop.n.01"", ""floor.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""melted__butter.n.01"", ""sink.n.01"", ""sponge.n.01"", ""table_knife.n.01"", ""water.n.06""]","[""kitchen""]","[""covered"", ""filled"", ""inroom"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_kitchen_knives_eval policy=websocket task.name=cleaning_kitchen_knives task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_lawnmowers,0,[0],cleaning_lawnmowers-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_lawnmowers/problem0.bddl,R1Pro,--robot-type,9,"[""agent.n.01"", ""bunchgrass.n.01"", ""dirt.n.02"", ""floor.n.01"", ""lawn_mower.n.01"", ""rag.n.01"", ""scrub_brush.n.01"", ""water.n.06"", ""watering_can.n.01""]","[""garden""]","[""covered"", ""inroom"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_lawnmowers_eval policy=websocket task.name=cleaning_lawnmowers task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_microwave_oven,0,[0],cleaning_microwave_oven-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_microwave_oven/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""ashcan.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""dust.n.01"", ""floor.n.01"", ""microwave.n.02"", ""rag.n.01"", ""sink.n.01"", ""stain.n.01""]","[""kitchen""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_microwave_oven_eval policy=websocket task.name=cleaning_microwave_oven task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_mushrooms,0,[0],cleaning_mushrooms-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_mushrooms/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""chopping_board.n.01"", ""countertop.n.01"", ""dust.n.01"", ""floor.n.01"", ""mixing_bowl.n.01"", ""mushroom.n.05"", ""paper_towel.n.01"", ""water.n.06""]","[""kitchen""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_mushrooms_eval policy=websocket task.name=cleaning_mushrooms task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_out_drawers,0,[0],cleaning_out_drawers-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_out_drawers/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""dinner_napkin.n.01"", ""floor.n.01"", ""sink.n.01"", ""tablespoon.n.02""]","[""kitchen""]","[""inroom"", ""inside"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_out_drawers_eval policy=websocket task.name=cleaning_out_drawers task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_oven,0,[0],cleaning_oven-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_oven/problem0.bddl,R1Pro,--robot-type,12,"[""agent.n.01"", ""bar_soap.n.01"", ""cabinet.n.01"", ""dustpan.n.02"", ""floor.n.01"", ""newspaper.n.03"", ""oven.n.01"", ""rag.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01""]","[""kitchen""]","[""covered"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_oven_eval policy=websocket task.name=cleaning_oven task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_parks,0,[0],cleaning_parks-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_parks/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""floor.n.01"", ""lawn.n.01"", ""recycling_bin.n.01"", ""water_bottle.n.01""]","[""garden""]","[""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_parks_eval policy=websocket task.name=cleaning_parks task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_patio_furniture,0,[0],cleaning_patio_furniture-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_patio_furniture/problem0.bddl,R1Pro,--robot-type,14,"[""agent.n.01"", ""bucket.n.01"", ""coffee_table.n.01"", ""dirt.n.02"", ""floor.n.01"", ""lawn_chair.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""mildew.n.02"", ""rag.n.01"", ""water.n.06""]","[""garden""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_patio_furniture_eval policy=websocket task.name=cleaning_patio_furniture task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_pavement,0,[0],cleaning_pavement-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_pavement/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""broom.n.01"", ""dust.n.01"", ""floor.n.01"", ""paving_stone.n.01""]","[""garden""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_pavement_eval policy=websocket task.name=cleaning_pavement task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_pet_bed,0,[0],cleaning_pet_bed-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_pet_bed/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""floor.n.01"", ""hair.n.04"", ""pet_bed.n.01"", ""petfood.n.01"", ""rug.n.01"", ""vacuum.n.04""]","[""playroom""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_pet_bed_eval policy=websocket task.name=cleaning_pet_bed task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_rainboots,0,[0],cleaning_rainboots-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_rainboots/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""floor.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""mud.n.03"", ""rag.n.01"", ""rubber_boot.n.01"", ""sink.n.01"", ""water.n.06""]","[""utility_room""]","[""covered"", ""filled"", ""inroom"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_rainboots_eval policy=websocket task.name=cleaning_rainboots task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_restaurant_table,0,[0],cleaning_restaurant_table-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_restaurant_table/problem0.bddl,R1Pro,--robot-type,15,"[""agent.n.01"", ""ashcan.n.01"", ""bowl.n.01"", ""breadcrumb.n.01"", ""breakfast_table.n.01"", ""countertop.n.01"", ""dinner_napkin.n.01"", ""disinfectant.n.01"", ""disinfectant__bottle.n.01"", ""floor.n.01"", ""hand_towel.n.01"", ""rag.n.01"", ""sink.n.01"", ""water.n.06""]","[""dining_room"", ""kitchen""]","[""covered"", ""filled"", ""inroom"", ""inside"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_restaurant_table_eval policy=websocket task.name=cleaning_restaurant_table task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_shed,0,[0],cleaning_shed-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_shed/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""broom.n.01"", ""chicken_wire.n.01"", ""dust.n.01"", ""floor.n.01"", ""leaf_blower.n.01"", ""rake.n.03"", ""shovel.n.01"", ""trowel.n.01"", ""vacuum.n.04""]","[""garden""]","[""covered"", ""inroom"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_shed_eval policy=websocket task.name=cleaning_shed task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_shoes,0,[0],cleaning_shoes-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_shoes/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""bar_soap.n.01"", ""bed.n.01"", ""dust.n.01"", ""floor.n.01"", ""gym_shoe.n.01"", ""rag.n.01"", ""sink.n.01"", ""stain.n.01"", ""towel.n.01""]","[""bathroom"", ""bedroom""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_shoes_eval policy=websocket task.name=cleaning_shoes task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_skis,0,[0],cleaning_skis-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_skis/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""bathtub.n.01"", ""floor.n.01"", ""rag.n.01"", ""rubbing_alcohol.n.01"", ""rubbing_alcohol__atomizer.n.01"", ""scraper.n.01"", ""sink.n.01"", ""ski.n.01"", ""snow.n.01"", ""stain.n.01"", ""water.n.06""]","[""bathroom"", ""utility_room""]","[""covered"", ""inroom"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_skis_eval policy=websocket task.name=cleaning_skis task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_sneakers,0,[0],cleaning_sneakers-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_sneakers/problem0.bddl,R1Pro,--robot-type,16,"[""agent.n.01"", ""bar_soap.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""dust.n.01"", ""floor.n.01"", ""gym_shoe.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01"", ""table.n.02"", ""towel.n.01""]","[""kitchen"", ""living_room""]","[""covered"", ""inroom"", ""inside"", ""nextto"", ""ontop"", ""under""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_sneakers_eval policy=websocket task.name=cleaning_sneakers task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_stove,0,[0],cleaning_stove-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_stove/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""bar_soap.n.01"", ""cabinet.n.01"", ""dishtowel.n.01"", ""dust.n.01"", ""floor.n.01"", ""rag.n.01"", ""sink.n.01"", ""stain.n.01"", ""stove.n.01""]","[""kitchen""]","[""covered"", ""inroom"", ""inside"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_stove_eval policy=websocket task.name=cleaning_stove task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_stuff_out_of_car,0,[0],cleaning_stuff_out_of_car-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_stuff_out_of_car/problem0.bddl,R1Pro,--robot-type,10,"[""agent.n.01"", ""box__of__candy.n.01"", ""car.n.01"", ""dixie_cup.n.01"", ""driveway.n.01"", ""floor.n.01"", ""newspaper.n.03"", ""plastic_bag.n.01""]","[""garden""]","[""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_stuff_out_of_car_eval policy=websocket task.name=cleaning_stuff_out_of_car task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_table_after_clearing,0,[0],cleaning_table_after_clearing-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_table_after_clearing/problem0.bddl,R1Pro,--robot-type,8,"[""agent.n.01"", ""bar_soap.n.01"", ""cabinet.n.01"", ""dishtowel.n.01"", ""floor.n.01"", ""sink.n.01"", ""stain.n.01"", ""table.n.02""]","[""dining_room"", ""kitchen""]","[""covered"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_table_after_clearing_eval policy=websocket task.name=cleaning_table_after_clearing task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_the_hot_tub,0,[0],cleaning_the_hot_tub-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_the_hot_tub/problem0.bddl,R1Pro,--robot-type,6,"[""agent.n.01"", ""floor.n.01"", ""pool.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01""]","[""bathroom"", ""garage"", ""garden""]","[""covered"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_the_hot_tub_eval policy=websocket task.name=cleaning_the_hot_tub task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_the_pool,0,[0],cleaning_the_pool-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_the_pool/problem0.bddl,R1Pro,--robot-type,8,"[""agent.n.01"", ""detergent.n.02"", ""detergent__bottle.n.01"", ""floor.n.01"", ""pool.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01""]","[""bathroom"", ""garage"", ""garden""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_the_pool_eval policy=websocket task.name=cleaning_the_pool task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_the_yard,0,[0],cleaning_the_yard-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_the_yard/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""ashcan.n.01"", ""compost_bin.n.01"", ""entire_leaf.n.01"", ""floor.n.01"", ""lawn.n.01"", ""rail_fence.n.01"", ""scrub.n.01"", ""weed.n.01""]","[""garden""]","[""inroom"", ""inside"", ""nextto"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_the_yard_eval policy=websocket task.name=cleaning_the_yard task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_toilet,0,[0],cleaning_toilet-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_toilet/problem0.bddl,R1Pro,--robot-type,8,"[""agent.n.01"", ""detergent.n.02"", ""detergent__bottle.n.01"", ""floor.n.01"", ""scrub_brush.n.01"", ""sink.n.01"", ""stain.n.01"", ""toilet.n.02""]","[""bathroom""]","[""covered"", ""filled"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_toilet_eval policy=websocket task.name=cleaning_toilet task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
cleaning_tools_and_equipment,0,[0],cleaning_tools_and_equipment-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/cleaning_tools_and_equipment/problem0.bddl,R1Pro,--robot-type,16,"[""adhesive_material.n.01"", ""agent.n.01"", ""bucket.n.01"", ""cabinet.n.01"", ""drill.n.01"", ""dust.n.01"", ""floor.n.01"", ""liquid_soap.n.01"", ""liquid_soap__bottle.n.01"", ""mud.n.03"", ""rag.n.01"", ""sink.n.01"", ""toothbrush.n.01"", ""trowel.n.01"", ""washer.n.03"", ""water.n.06""]","[""utility_room""]","[""covered"", ""filled"", ""inroom"", ""inside"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/cleaning_tools_and_equipment_eval policy=websocket task.name=cleaning_tools_and_equipment task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
